studyName,Date,Time GMT,Island,Colony,Adults,Chicks
PAL1920,2020-01-25,,CHR,7.1,0,0
PAL1920,2020-01-25,,CHR,7.2,0,0
PAL1920,2020-01-25,,CHR,8.0,0,0
PAL1920,2020-01-25,,CHR,9.1,0,0
PAL1920,2020-01-25,,CHR,9.2,0,0
PAL1920,2020-01-25,,CHR,10.0,0,0
PAL1920,2020-01-25,,COR,1.0,0,0
PAL1920,2020-01-25,,COR,2.0,9,0
PAL1920,2020-01-25,,COR,3.0,8,1
PAL1920,2020-01-25,,COR,4.0,0,0
PAL1920,2020-01-25,,COR,5.0,0,0
PAL1920,2020-01-25,,COR,5.1,7,1
PAL1920,2020-01-25,,COR,6.0,0,0
PAL1920,2020-01-25,,TOR,1.0,0,0
PAL1920,2020-01-25,,TOR,2.0,0,0
PAL1920,2020-01-25,,TOR,3.0,0,0
PAL1920,2020-01-25,,TOR,4.0,0,0
PAL1920,2020-01-25,,TOR,5.0,0,0
PAL1920,2020-01-25,,TOR,12.0,0,0
PAL1920,2020-01-25,,TOR,13.0,0,0
PAL1920,2020-01-26,,TOR,15.0,0,0
PAL1920,2020-01-26,,TOR,17.0,0,0
PAL1920,2020-01-26,,TOR,18.0,0,0
PAL1920,2020-01-26,,TOR,19.0,0,0
PAL1920,2020-01-26,,TOR,20.0,0,0
PAL1920,2020-01-26,,TOR,21.0,0,0
PAL1920,2020-01-26,,TOR,22.0,0,0
PAL1920,2020-01-26,,TOR,23.0,0,0
PAL1920,2020-01-26,,TOR,23.1,0,0
